t,n_grads,f,f_avg,trans_bits,train_accuracy,test_accuracy,comm_rounds,var_error
163.0,0.0,4.437720066245561,726.7357294188537,125184.0,0.607103825136612,0.5841476655808904,326.0,4.299857019931348
164.0,0.0,4.452225501272531,733.5942349985366,125952.0,0.6073770491803279,0.5841476655808904,328.0,4.310665161092324
165.0,0.0,4.467063437244173,740.5366992920403,126720.0,0.6076502732240437,0.5841476655808904,330.0,4.321527424167359
166.0,0.0,4.482228908404649,747.5632982983032,127488.0,0.6076502732240437,0.5830618892508144,332.0,4.33243374344972
167.0,0.0,4.497717032812539,754.6741906610848,128256.0,0.6081967213114754,0.5830618892508144,334.0,4.343395491518319
168.0,0.0,4.513522985877087,761.8695325936164,129024.0,0.6081967213114754,0.5830618892508144,336.0,4.354405377895997
169.0,0.0,4.5296420331107585,769.14947459782,129792.0,0.6087431693989072,0.5830618892508144,338.0,4.365466957061653
170.0,0.0,4.54606952703108,776.5141645927472,130560.0,0.6087431693989072,0.5830618892508144,340.0,4.376577681806709
171.0,0.0,4.562800923635482,783.9637512905877,131328.0,0.6087431693989072,0.5819761129207384,342.0,4.387735540851024
172.0,0.0,4.579831757960756,791.4983734479124,132096.0,0.6090163934426229,0.5819761129207384,344.0,4.398945233240335
173.0,0.0,4.5971577264868095,799.1181999165237,132864.0,0.6090163934426229,0.5808903365906624,346.0,4.410204206896254
174.0,0.0,4.61477458246798,806.8233547823334,133632.0,0.6090163934426229,0.5808903365906624,348.0,4.421507694605822
175.0,0.0,4.632678009723468,814.6139486208804,134400.0,0.6090163934426229,0.5808903365906624,350.0,4.43286095564342
176.0,0.0,4.650863800065384,822.4901090021347,135168.0,0.6090163934426229,0.5808903365906624,352.0,4.444262100433873
177.0,0.0,4.669327929613289,830.4519780809696,135936.0,0.6087431693989072,0.5808903365906624,354.0,4.455706121806281
178.0,0.0,4.6880664323377195,838.4996718312584,136704.0,0.6087431693989072,0.5808903365906624,356.0,4.467197991743202
179.0,0.0,4.707075421294997,846.6333289923505,137472.0,0.6087431693989072,0.5808903365906624,358.0,4.478737657477834
180.0,0.0,4.726351158780621,854.8530881686731,138240.0,0.6084699453551913,0.5808903365906624,360.0,4.490323314214668
181.0,0.0,4.7458899778807,863.1590838241402,139008.0,0.6081967213114754,0.5808903365906624,362.0,4.501953995931862
182.0,0.0,4.765688224762759,871.5514299895042,139776.0,0.6081967213114754,0.5808903365906624,364.0,4.513631982113395
183.0,0.0,4.78574233258613,880.0302637370196,140544.0,0.6081967213114754,0.5808903365906624,366.0,4.525357256796908
184.0,0.0,4.806048715078718,888.5956634119486,141312.0,0.6084699453551913,0.5808903365906624,368.0,4.537120996038323
185.0,0.0,4.826603798584848,897.247742064445,142080.0,0.6087431693989072,0.5808903365906624,370.0,4.54893218832009
186.0,0.0,4.847404255702735,905.9866410569723,142848.0,0.6087431693989072,0.5819761129207384,372.0,4.560786320582873
187.0,0.0,4.868446833654619,914.812474729855,143616.0,0.6087431693989072,0.5819761129207384,374.0,4.572683712540382
188.0,0.0,4.889728245284464,923.7253454971035,144384.0,0.6087431693989072,0.5819761129207384,376.0,4.584626207772273
189.0,0.0,4.911245391168843,932.7254123647192,145152.0,0.6087431693989072,0.5819761129207384,378.0,4.596612504319657
190.0,0.0,4.932995214543967,941.812769161988,145920.0,0.6087431693989072,0.5819761129207384,380.0,4.608636035774797
191.0,0.0,4.954974600017542,950.9875280447131,146688.0,0.6087431693989072,0.5819761129207384,382.0,4.620704908244601
192.0,0.0,4.977180556478889,960.2498056431803,147456.0,0.6087431693989072,0.5819761129207384,384.0,4.632809078232424
193.0,0.0,4.999610097995669,969.5996921831481,148224.0,0.6087431693989072,0.5819761129207384,386.0,4.644964074573949
194.0,0.0,5.0222603492113125,979.037323310841,148992.0,0.6087431693989072,0.5819761129207384,388.0,4.657160539891921
195.0,0.0,5.045128428311537,988.5627637306586,149760.0,0.6084699453551913,0.5819761129207384,390.0,4.669393232783572
196.0,0.0,5.068211422037551,998.1761137080616,150528.0,0.6084699453551913,0.5819761129207384,392.0,4.681668228062918
197.0,0.0,5.091506624254017,1007.8774962480211,151296.0,0.6084699453551913,0.5819761129207384,394.0,4.693985087333408
198.0,0.0,5.1150114725517835,1017.667046882485,152064.0,0.6084699453551913,0.5819761129207384,396.0,4.706338636063883
199.0,0.0,5.138723375421517,1027.5448565352785,152832.0,0.6084699453551913,0.5819761129207384,398.0,4.718730674453052
200.0,0.0,5.162639735533516,1037.511037678128,153600.0,0.6084699453551913,0.5819761129207384,400.0,4.731166741749328
